文件名,文件格式,聚类标签,清洗后文本特征
D0966.txt,.txt,3,名称 本地 生产总值 支出 构成 编号 时间
D0967.txt,.txt,2,名称 课本 出版 编号 时间
D0973.txt,.txt,5,名称 居民 人均 消费 支出 编号 时间
D0977.txt,.txt,2,名称 人民检察院 办理 民事 行政 抗诉 案件 编号 时间
D0978.txt,.txt,2,名称 按货类 国家 铁路 货物 运输量 编号 时间
D0979.txt,.txt,1,名称 人民币 汇率 平均价 编号 时间
D0981.txt,.txt,2,名称 环保 重点 城市 空气质量 编号 时间
D0983.txt,.txt,2,名称 劳动 人口 失业 状况 编号 时间
D0984.txt,.txt,2,名称 登记注册 类型 行业 限额 餐饮业 主要 指标 编号 时间
D0987.docx,.docx,2,学生 实践 周记 示例 实践 周期 实践 岗位 数据 整理 信息 辅助 学生 某某 周度 总体 本周 主要 围绕 资料 整理 基础 数据录入 文件 核对 阶段性 汇总 展开 实践 过程 能够 按照 安排 完成 每日 任务 逐步 熟悉 所在 岗位 流程 信息 分类 台账 维护 材料 归集 具体 认识 两周 相比 本周 任务 完成 效率 问题 反馈 及时性 以及 记录 规范性 方面 有所 提升 每日 实践 记录 本周 收获 本周 实践 进一步 认识 规范 记录 统一口径 及时 反馈 日常 管理工作 重要性 很多 看似 简单 文件 整理 实际上 依赖 清晰 分类 标准 严谨 核对 机制 尤其 处理 内容 相近 标题 相似 用途 不同 材料 需要 结合 正文 信息 业务 语境 判断 存在 问题 一是 部分 材料 表达 较为 简略 若仅 依靠 标题 容易 产生 误判 二是 表格 正文 混合型 文件 整理 需要 同时 关注 文本 信息 结构 信息 三是 个人 一些 专业术语 业务流程 理解 不够 深入 导致 判断 速度 提升 空间 下周 计划 下周 计划 继续 熟悉 常见 文件类型 内容 差异 重点 提升 边界 材料 识别 能力 同时 进一步 规范 周记 记录 方式 做到 任务 结果 问题 改进 建议 相对 确保 实践 过程 记录 更加 完整 真实 可追踪
D0988.txt,.txt,2,名称 城镇 登记 失业 人员 失业率 编号 时间
D0989.txt,.txt,2,名称 医疗卫生 条件 编号 时间
D0990.txt,.txt,2,名称 香港 国际 投资 头寸 期末 头寸 编号 时间
D0991.txt,.txt,2,名称 用途 商品房 平均 销售价格 编号 时间
D0992.txt,.txt,2,名称 涉外 公证 文书 分类 编号 时间
